HomeTeam	AwayTeam	FTH Goals	FTA Goals	FT Result
Liverpool	Everton	0	0	D
Charlton	Chelsea	0	1	A
Middlesbrough	Arsenal	1	1	D
Aston Villa	West Ham	1	0	H
Blackburn	Sheffield United	2	1	H
Man City	Reading	0	2	A
Watford	Bolton	0	1	A
Fulham	Newcastle	2	1	H
Man United	Watford	4	0	H
Chelsea	Blackburn	3	0	H
Bolton	Charlton	1	1	D
Newcastle	Aston Villa	3	1	H
West Ham	Liverpool	1	2	A
Portsmouth	Middlesbrough	0	0	D
Sheffield United	Fulham	2	0	H
Reading	Wigan	3	2	H
Watford	Blackburn	2	1	H
Wigan	Everton	0	2	A
Arsenal	Man United	2	1	H
Aston Villa	Watford	2	0	H
Reading	Sheffield United	3	1	H
Newcastle	West Ham	2	2	D
Middlesbrough	Bolton	5	1	H
Liverpool	Chelsea	2	0	H
Portsmouth	Charlton	0	1	A
Man City	Blackburn	0	3	A
Fulham	Tottenham	1	1	D
Tottenham	Newcastle	2	3	A
Everton	Reading	1	1	D
Sheffield United	Portsmouth	1	1	D
Charlton	Middlesbrough	1	3	A
Bolton	Man City	0	0	D
Blackburn	Arsenal	0	2	A
West Ham	Fulham	3	3	D
Chelsea	Wigan	4	0	H
Watford	Liverpool	0	3	A
Man United	Aston Villa	3	1	H
Aston Villa	Chelsea	0	0	D
Arsenal	Charlton	4	0	H
Portsmouth	Tottenham	1	1	D
Man City	Everton	2	1	H
Wigan	Blackburn	0	3	A
Liverpool	Bolton	3	0	H
Middlesbrough	Sheffield United	3	1	H
Reading	West Ham	6	0	H
Fulham	Watford	0	0	D
Newcastle	Man United	2	2	D
Charlton	Aston Villa	2	1	H
Man United	Reading	3	2	H
Everton	Newcastle	3	0	H
Sheffield United	Arsenal	1	0	H
Blackburn	Middlesbrough	2	1	H
Chelsea	Fulham	2	2	D
West Ham	Man City	0	1	A
Bolton	Portsmouth	3	2	H
Tottenham	Liverpool	0	1	A
Charlton	Fulham	2	2	D
Sheffield United	Man City	0	1	A
Chelsea	Reading	2	2	D
West Ham	Portsmouth	1	2	A
Everton	Middlesbrough	0	0	D
Watford	Arsenal	1	2	A
Man United	Wigan	3	1	H
Blackburn	Liverpool	1	0	H
Bolton	Newcastle	2	1	H
Tottenham	Aston Villa	2	1	H
Wigan	Chelsea	2	3	A
Aston Villa	Man United	0	3	A
Arsenal	Blackburn	6	2	H
Portsmouth	Sheffield United	3	1	H
Middlesbrough	Charlton	2	0	H
Liverpool	Watford	2	0	H
Reading	Everton	0	2	A
Newcastle	Tottenham	3	1	H
Fulham	West Ham	0	0	D
Man City	Bolton	0	2	A
Fulham	Middlesbrough	2	1	H
Everton	Chelsea	2	3	A
West Ham	Man United	1	0	H
Man City	Tottenham	1	2	A
Arsenal	Portsmouth	2	2	D
Newcastle	Watford	2	1	H
Wigan	Sheffield United	0	1	A
Reading	Blackburn	1	2	A
Aston Villa	Bolton	0	1	A
Charlton	Liverpool	0	3	A
Chelsea	Newcastle	1	0	H
Wigan	Arsenal	0	1	A
Sheffield United	Aston Villa	2	2	D
Chelsea	Arsenal	1	1	D
Middlesbrough	Wigan	1	1	D
Bolton	West Ham	4	0	H
Watford	Reading	0	0	D
Blackburn	Newcastle	1	3	A
Portsmouth	Everton	2	0	H
Tottenham	Charlton	5	1	H
Man United	Man City	3	1	H
Liverpool	Fulham	4	0	H
Newcastle	Reading	3	2	H
West Ham	Wigan	0	2	A
Charlton	Blackburn	1	0	H
Tottenham	Middlesbrough	2	1	H
Man City	Watford	0	0	D
Everton	West Ham	2	0	H
Middlesbrough	Man United	1	2	A
Arsenal	Tottenham	3	0	H
Blackburn	Fulham	2	0	H
Reading	Bolton	1	0	H
Sheffield United	Charlton	2	1	H
Portsmouth	Aston Villa	2	2	D
Wigan	Liverpool	0	4	A
Man United	Everton	3	0	H
Liverpool	Portsmouth	0	0	D
Bolton	Chelsea	0	1	A
Fulham	Arsenal	2	1	H
Aston Villa	Man City	1	3	A
Watford	Sheffield United	0	1	A
Tottenham	Wigan	3	1	H
Newcastle	Portsmouth	1	0	H
Man United	Chelsea	1	1	D
Fulham	Reading	0	1	A
Bolton	Arsenal	3	1	H
Aston Villa	Middlesbrough	1	1	D
Charlton	Everton	1	1	D
West Ham	Sheffield United	1	0	H
Liverpool	Man City	1	0	H
Blackburn	Tottenham	1	1	D
Wigan	Aston Villa	0	0	D
Arsenal	Newcastle	1	1	D
Portsmouth	Watford	2	1	H
Sheffield United	Man United	1	2	A
Man City	Fulham	3	1	H
Middlesbrough	Liverpool	0	0	D
Chelsea	West Ham	1	0	H
Everton	Bolton	1	0	H
Reading	Charlton	2	0	H
Reading	Tottenham	3	1	H
Arsenal	Liverpool	3	0	H
Man City	Newcastle	0	0	D
Portsmouth	Fulham	1	1	D
Sheffield United	Bolton	2	2	D
Wigan	Charlton	3	2	H
Chelsea	Watford	4	0	H
Blackburn	Man United	0	1	A
Everton	Aston Villa	0	1	A
Middlesbrough	West Ham	1	0	H
Tottenham	Chelsea	2	1	H
Aston Villa	Blackburn	2	0	H
West Ham	Arsenal	1	0	H
Man United	Portsmouth	3	0	H
Watford	Middlesbrough	2	0	H
Charlton	Man City	1	0	H
Fulham	Everton	1	0	H
Newcastle	Sheffield United	0	1	A
Bolton	Wigan	0	1	A
Liverpool	Reading	2	0	H
Man City	Middlesbrough	1	0	H
West Ham	Blackburn	2	1	H
Portsmouth	Reading	3	1	H
Fulham	Wigan	0	1	A
Sheffield United	Chelsea	0	2	A
Bolton	Man United	0	4	A
Arsenal	Everton	1	1	D
Newcastle	Charlton	0	0	D
Liverpool	Aston Villa	3	1	H
Watford	Tottenham	0	0	D
Middlesbrough	Newcastle	1	0	H
Blackburn	Bolton	0	1	A
Tottenham	West Ham	1	0	H
Man United	Liverpool	2	0	H
Reading	Arsenal	0	4	A
Everton	Sheffield United	2	0	H
Charlton	Watford	0	0	D
Wigan	Man City	4	0	H
Chelsea	Portsmouth	2	1	H
Aston Villa	Fulham	1	1	D
Fulham	Charlton	2	1	H
Newcastle	Bolton	1	2	A
Wigan	Man United	1	3	A
Middlesbrough	Everton	2	1	H
Man City	Sheffield United	0	0	D
Reading	Chelsea	0	1	A
Portsmouth	West Ham	2	0	H
Aston Villa	Tottenham	1	1	D
Arsenal	Watford	3	0	H
Liverpool	Blackburn	1	1	D
Watford	Fulham	3	3	D
Tottenham	Portsmouth	2	1	H
Blackburn	Wigan	2	1	H
West Ham	Reading	0	1	A
Man United	Newcastle	2	0	H
Everton	Man City	1	1	D
Sheffield United	Middlesbrough	2	1	H
Charlton	Arsenal	1	2	A
Chelsea	Aston Villa	1	1	D
Bolton	Liverpool	2	0	H
Portsmouth	Bolton	0	1	A
Newcastle	Everton	1	1	D
Wigan	Watford	1	1	D
Middlesbrough	Blackburn	0	1	A
Arsenal	Sheffield United	3	0	H
Fulham	Chelsea	0	2	A
Man City	West Ham	2	0	H
Aston Villa	Charlton	2	0	H
Liverpool	Tottenham	3	0	H
Reading	Man United	1	1	D
Liverpool	Newcastle	2	0	H
Tottenham	Fulham	0	0	D
Man United	Arsenal	0	1	A
Blackburn	Man City	4	2	H
West Ham	Newcastle	0	2	A
Chelsea	Liverpool	1	0	H
Bolton	Middlesbrough	0	0	D
Charlton	Portsmouth	0	1	A
Everton	Wigan	2	2	D
Sheffield United	Reading	1	2	A
Watford	Aston Villa	0	0	D
Reading	Man City	1	0	H
West Ham	Aston Villa	1	1	D
Newcastle	Fulham	1	2	A
Portsmouth	Wigan	1	0	H
Bolton	Watford	1	0	H
Man United	Tottenham	1	0	H
Chelsea	Charlton	2	1	H
Everton	Liverpool	3	0	H
Arsenal	Middlesbrough	1	1	D
Sheffield United	Blackburn	0	0	D
Middlesbrough	Portsmouth	0	4	A
Blackburn	Chelsea	0	2	A
Aston Villa	Newcastle	2	0	H
Charlton	Bolton	2	0	H
Man City	Arsenal	1	0	H
Liverpool	West Ham	2	1	H
Watford	Man United	1	2	A
Tottenham	Everton	0	2	A
Fulham	Sheffield United	1	0	H
Wigan	Reading	1	0	H
Fulham	Bolton	1	1	D
Aston Villa	Reading	2	1	H
Blackburn	Everton	1	1	D
Charlton	Man United	0	3	A
Man City	Portsmouth	0	0	D
Middlesbrough	Chelsea	2	1	H
Watford	West Ham	1	1	D
Tottenham	Sheffield United	2	0	H
Chelsea	Man City	3	0	H
Man United	Fulham	5	1	H
Newcastle	Wigan	2	1	H
Arsenal	Aston Villa	1	1	D
Bolton	Tottenham	2	0	H
Portsmouth	Blackburn	3	0	H
Everton	Watford	2	1	H
Sheffield United	Liverpool	1	1	D
Reading	Middlesbrough	3	2	H
West Ham	Charlton	3	1	H
Fulham	Middlesbrough	1	0	H
West Ham	Tottenham	2	1	H
Everton	West Brom	2	2	D
Man United	Charlton	4	0	H
Newcastle	Chelsea	1	0	H
Blackburn	Man City	2	0	H
Aston Villa	Sunderland	2	1	H
Arsenal	Wigan	4	2	H
Bolton	Birmingham	1	0	H
Portsmouth	Liverpool	1	3	A
Sunderland	Fulham	2	1	H
Man City	Arsenal	1	3	A
Bolton	Middlesbrough	1	1	D
Blackburn	Chelsea	1	0	H
Sunderland	Arsenal	0	3	A
West Brom	West Ham	0	1	A
Man United	Middlesbrough	0	0	D
Tottenham	Bolton	1	0	H
Man City	Fulham	1	2	A
Chelsea	Man United	3	0	H
Birmingham	Newcastle	0	0	D
Wigan	Portsmouth	1	2	A
Liverpool	Aston Villa	3	1	H
Middlesbrough	Everton	0	1	A
Charlton	Blackburn	0	2	A
West Ham	Liverpool	1	2	A
Aston Villa	Man City	0	1	A
Fulham	Wigan	1	0	H
Bolton	Charlton	4	1	H
Portsmouth	Sunderland	2	1	H
Arsenal	Tottenham	1	1	D
Newcastle	West Brom	3	0	H
Everton	Birmingham	0	0	D
Birmingham	Blackburn	2	1	H
Wigan	Aston Villa	3	2	H
West Brom	Bolton	0	0	D
Tottenham	Man United	1	2	A
Middlesbrough	West Ham	2	0	H
Sunderland	Newcastle	1	4	A
Chelsea	Everton	3	0	H
Charlton	Portsmouth	2	1	H
Aston Villa	Birmingham	3	1	H
Blackburn	Liverpool	0	1	A
Portsmouth	Middlesbrough	1	0	H
Newcastle	Wigan	3	1	H
West Ham	Man City	1	0	H
Bolton	Chelsea	0	2	A
Arsenal	West Brom	3	1	H
Fulham	Charlton	2	1	H
Everton	Tottenham	0	1	A
Man United	Sunderland	0	0	D
Portsmouth	Arsenal	1	1	D
Middlesbrough	Newcastle	1	2	A
Liverpool	Bolton	1	0	H
Chelsea	West Ham	4	1	H
Aston Villa	West Brom	0	0	D
Man United	Arsenal	2	0	H
Wigan	Birmingham	1	1	D
Charlton	Everton	0	0	D
Tottenham	Man City	2	1	H
Portsmouth	Blackburn	2	2	D
Birmingham	Bolton	1	0	H
Blackburn	Wigan	1	1	D
West Ham	Charlton	0	0	D
Man City	Middlesbrough	0	1	A
West Brom	Liverpool	0	2	A
Bolton	Man United	1	2	A
Newcastle	Tottenham	3	1	H
Fulham	Portsmouth	1	3	A
Everton	Sunderland	2	2	D
Arsenal	Aston Villa	5	0	H
Birmingham	Chelsea	0	0	D
Man United	West Ham	1	0	H
Tottenham	West Brom	2	1	H
Charlton	Newcastle	3	1	H
Middlesbrough	Bolton	4	3	H
Man United	Birmingham	3	0	H
Wigan	West Ham	1	2	A
Chelsea	Man City	2	0	H
Sunderland	Blackburn	0	1	A
Aston Villa	Fulham	0	0	D
Liverpool	Everton	3	1	H
Fulham	Chelsea	1	0	H
Newcastle	Liverpool	1	3	A
West Ham	Portsmouth	2	4	A
Everton	Aston Villa	4	1	H
Blackburn	Middlesbrough	3	2	H
Bolton	Sunderland	2	0	H
Arsenal	Charlton	3	0	H
Birmingham	Tottenham	0	2	A
West Brom	Man United	1	2	A
Man City	Wigan	0	1	A
Liverpool	Fulham	5	1	H
Man United	Newcastle	2	0	H
Arsenal	Liverpool	2	1	H
Charlton	Middlesbrough	2	1	H
Portsmouth	Man City	2	1	H
Bolton	West Ham	4	1	H
Everton	Fulham	3	1	H
Chelsea	Tottenham	2	1	H
Blackburn	Aston Villa	2	0	H
Sunderland	Wigan	0	1	A
Birmingham	West Brom	1	1	D
Wigan	Man United	1	2	A
Man City	Sunderland	2	1	H
Tottenham	Blackburn	3	2	H
Aston Villa	Portsmouth	1	0	H
Newcastle	Bolton	3	1	H
Liverpool	Charlton	0	0	D
West Brom	Chelsea	1	2	A
Middlesbrough	Birmingham	1	0	H
West Ham	Everton	2	2	D
Fulham	Arsenal	0	4	A
Liverpool	Man City	1	0	H
Bolton	Fulham	2	1	H
West Brom	Middlesbrough	0	2	A
Charlton	Aston Villa	0	0	D
Birmingham	Sunderland	1	0	H
Blackburn	Arsenal	1	0	H
Chelsea	Portsmouth	2	0	H
Newcastle	Everton	2	0	H
Newcastle	Charlton	0	0	D
Tottenham	Wigan	2	2	D
Blackburn	Sunderland	2	0	H
Liverpool	Arsenal	1	0	H
West Ham	Birmingham	3	0	H
Man City	Charlton	3	2	H
Sunderland	Tottenham	1	1	D
Portsmouth	Man United	1	3	A
Everton	Blackburn	1	0	H
Fulham	West Brom	6	1	H
Arsenal	Bolton	1	1	D
Middlesbrough	Chelsea	3	0	H
Aston Villa	Newcastle	1	2	A
Wigan	Liverpool	0	1	A
Charlton	Liverpool	2	0	H
Chelsea	Liverpool	2	0	H
Tottenham	Charlton	3	1	H
West Brom	Blackburn	2	0	H
West Ham	Sunderland	2	0	H
Everton	Man City	1	0	H
Bolton	Wigan	1	1	D
Birmingham	Arsenal	0	2	A
Newcastle	Portsmouth	2	0	H
Man United	Fulham	4	2	H
Middlesbrough	Aston Villa	0	4	A
Aston Villa	Chelsea	1	1	D
Man City	Newcastle	3	0	H
Portsmouth	Bolton	1	1	D
Blackburn	Man United	4	3	H
Arsenal	West Ham	2	3	A
Liverpool	Birmingham	1	1	D
Fulham	Tottenham	1	0	H
Charlton	West Brom	0	0	D
Sunderland	Middlesbrough	0	3	A
Wigan	Everton	1	1	D
West Ham	Fulham	2	1	H
Chelsea	Charlton	1	1	D
Man United	Liverpool	1	0	H
Tottenham	Aston Villa	0	0	D
Birmingham	Portsmouth	5	0	H
Bolton	Man City	2	0	H
West Brom	Sunderland	0	1	A
Everton	Arsenal	1	0	H
Newcastle	Blackburn	0	1	A
Middlesbrough	Wigan	2	3	A
Wigan	West Brom	0	1	A
Sunderland	Chelsea	1	2	A
Arsenal	Middlesbrough	7	0	H
Aston Villa	West Ham	1	2	A
Charlton	Birmingham	2	0	H
Portsmouth	Everton	0	1	A
Fulham	Newcastle	1	0	H
Man City	Man United	3	1	H
Blackburn	Bolton	0	0	D
Liverpool	Tottenham	1	0	H
Man City	Tottenham	0	2	A
Arsenal	Man United	0	0	D
Newcastle	Middlesbrough	2	2	D
West Brom	Aston Villa	1	2	A
Fulham	Sunderland	2	1	H
West Ham	Chelsea	1	3	A
Blackburn	Portsmouth	2	1	H
Birmingham	Wigan	2	0	H
Bolton	Liverpool	2	2	D
Everton	Charlton	3	1	H
Tottenham	Newcastle	2	0	H
Liverpool	West Brom	1	0	H
Portsmouth	Fulham	1	0	H
Aston Villa	Arsenal	0	0	D
Charlton	West Ham	2	0	H
Wigan	Blackburn	0	3	A
Middlesbrough	Man City	0	0	D
Man United	Bolton	4	1	H
Chelsea	Birmingham	2	0	H
Sunderland	Everton	0	1	A
Everton	Liverpool	1	3	A
West Ham	Wigan	0	2	A
West Brom	Tottenham	2	0	H
Man City	Chelsea	0	1	A
Birmingham	Man United	2	2	D
Fulham	Aston Villa	3	3	D
Arsenal	Portsmouth	4	0	H
Liverpool	Newcastle	2	0	H
Wigan	Man City	4	3	H
Chelsea	Fulham	3	2	H
Portsmouth	West Ham	1	1	D
Tottenham	Birmingham	2	0	H
Charlton	Arsenal	0	1	A
Man United	West Brom	3	0	H
Aston Villa	Everton	4	0	H
Sunderland	Bolton	0	0	D
Middlesbrough	Blackburn	0	2	A
Arsenal	Chelsea	0	2	A
Middlesbrough	Tottenham	3	3	D
Fulham	Blackburn	2	1	H
Man City	Birmingham	4	1	H
Wigan	Charlton	3	0	H
Portsmouth	West Brom	1	0	H
West Ham	Newcastle	2	4	A
Everton	Bolton	0	4	A
Aston Villa	Man United	0	2	A
Everton	West Ham	1	2	A
Man United	Wigan	4	0	H
Tottenham	Portsmouth	3	1	H
Man United	Everton	1	1	D
West Brom	Man City	2	0	H
Blackburn	West Ham	3	2	H
Chelsea	Wigan	1	0	H
Charlton	Sunderland	2	0	H
Bolton	Aston Villa	1	1	D
Birmingham	Fulham	1	0	H
Newcastle	Arsenal	1	0	H
Liverpool	Middlesbrough	2	0	H
Birmingham	West Ham	1	2	A
Charlton	Man City	2	5	A
Liverpool	Wigan	3	0	H
Bolton	Arsenal	2	0	H
Newcastle	Aston Villa	1	1	D
West Brom	Fulham	0	0	D
Tottenham	Sunderland	3	2	H
Chelsea	Middlesbrough	1	0	H
Man United	Portsmouth	3	0	H
Blackburn	Everton	0	2	A
Sunderland	Liverpool	0	2	A
Fulham	Bolton	2	1	H
West Ham	Man United	1	2	A
Everton	Newcastle	1	0	H
Middlesbrough	West Brom	2	2	D
Wigan	Tottenham	1	2	A
Portsmouth	Chelsea	0	2	A
Sunderland	Birmingham	0	1	A
Arsenal	Blackburn	3	0	H
Aston Villa	Charlton	1	0	H
Man City	Liverpool	0	1	A
Tottenham	West Ham	1	1	D
Middlesbrough	Fulham	3	2	H
Wigan	Arsenal	2	3	A
Charlton	Man United	1	3	A
Chelsea	Newcastle	3	0	H
Sunderland	Aston Villa	1	3	A
Liverpool	Portsmouth	3	0	H
West Brom	Everton	4	0	H
Man City	Blackburn	0	0	D
Bolton	Tottenham	1	0	H
Everton	Middlesbrough	1	0	H
Man United	Chelsea	1	0	H
Aston Villa	Liverpool	0	2	A
Arsenal	Sunderland	3	1	H
West Ham	West Brom	1	0	H
Portsmouth	Wigan	0	2	A
Blackburn	Charlton	4	1	H
Fulham	Man City	2	1	H
Newcastle	Birmingham	1	0	H
Man City	Aston Villa	3	1	H
West Brom	Newcastle	0	3	A
Chelsea	Blackburn	4	2	H
Tottenham	Arsenal	1	1	D
Middlesbrough	Man United	4	1	H
Liverpool	West Ham	2	0	H
Wigan	Fulham	1	0	H
Sunderland	Portsmouth	1	4	A
Birmingham	Everton	0	1	A
Charlton	Bolton	0	1	A
Newcastle	Sunderland	3	2	H
Bolton	West Brom	2	0	H
West Ham	Middlesbrough	2	1	H
Everton	Chelsea	1	1	D
Aston Villa	Wigan	0	2	A
Man United	Tottenham	1	1	D
Portsmouth	Charlton	1	2	A
Blackburn	Birmingham	2	0	H
Fulham	Liverpool	2	0	H
Arsenal	Man City	1	0	H
Charlton	Fulham	1	1	D
Man City	West Ham	2	1	H
Birmingham	Aston Villa	0	1	A
Sunderland	Man United	1	3	A
West Brom	Arsenal	2	1	H
Liverpool	Blackburn	1	0	H
Wigan	Newcastle	1	0	H
Tottenham	Everton	2	0	H
Middlesbrough	Portsmouth	1	1	D
Chelsea	Bolton	5	1	H
Wigan	Bolton	2	1	H
Liverpool	Chelsea	1	4	A
Aston Villa	Middlesbrough	2	3	A
Man City	Everton	2	0	H
Arsenal	Birmingham	1	0	H
Sunderland	West Ham	1	1	D
Blackburn	West Brom	2	0	H
Charlton	Tottenham	2	3	A
Portsmouth	Newcastle	0	0	D
Fulham	Man United	2	3	A
Tottenham	Fulham	1	0	H
Middlesbrough	Sunderland	0	2	A
Man United	Blackburn	1	2	A
West Ham	Arsenal	0	0	D
Everton	Wigan	0	1	A
Birmingham	Liverpool	2	2	D
Newcastle	Man City	1	0	H
West Brom	Charlton	1	2	A
Bolton	Portsmouth	1	0	H
Chelsea	Aston Villa	2	1	H
Arsenal	Everton	2	0	H
Liverpool	Man United	0	0	D
Blackburn	Newcastle	0	3	A
Man City	Bolton	0	1	A
Wigan	Middlesbrough	1	1	D
Portsmouth	Birmingham	1	1	D
Charlton	Chelsea	0	2	A
Aston Villa	Tottenham	1	1	D
Sunderland	West Brom	1	1	D
Fulham	West Ham	1	2	A
West Ham	Aston Villa	4	0	H
Bolton	Blackburn	0	0	D
Man United	Man City	1	1	D
Birmingham	Charlton	0	1	A
Everton	Portsmouth	0	1	A
West Brom	Wigan	1	2	A
Middlesbrough	Arsenal	2	1	H
Newcastle	Fulham	1	1	D
Tottenham	Liverpool	0	0	D
Chelsea	Sunderland	2	0	H
Newcastle	Man United	0	2	A
Middlesbrough	Charlton	0	3	A
Fulham	Everton	1	0	H
Tottenham	Chelsea	0	2	A
Man City	Portsmouth	2	1	H
Aston Villa	Blackburn	1	0	H
Wigan	Sunderland	1	0	H
West Brom	Birmingham	2	3	A
West Ham	Bolton	1	2	A
Chelsea	West Brom	4	0	H
Bolton	Newcastle	2	0	H
Blackburn	Tottenham	0	0	D
Arsenal	Fulham	4	1	H
Portsmouth	Aston Villa	1	1	D
Birmingham	Middlesbrough	0	3	A
Sunderland	Man City	1	2	A
Bolton	Everton	0	1	A
Chelsea	Arsenal	1	0	H
Birmingham	Man City	1	2	A
Blackburn	Fulham	2	1	H
Man United	Aston Villa	1	0	H
West Brom	Portsmouth	2	1	H
Charlton	Wigan	1	0	H
Liverpool	Sunderland	1	0	H
Newcastle	West Ham	0	0	D
Tottenham	Middlesbrough	2	0	H
Arsenal	Newcastle	2	0	H
Wigan	Chelsea	0	1	A
Fulham	Birmingham	0	0	D
Man City	West Brom	0	0	D
Portsmouth	Tottenham	0	2	A
West Ham	Blackburn	3	1	H
Middlesbrough	Liverpool	0	0	D
Everton	Man United	0	2	A
Sunderland	Charlton	1	3	A
Aston Villa	Bolton	2	2	D
West Brom	Portsmouth	2	0	H
Birmingham	Arsenal	2	1	H
Fulham	Norwich	6	0	H
Southampton	Man United	1	2	A
Liverpool	Aston Villa	2	1	H
Man City	Middlesbrough	1	1	D
Newcastle	Chelsea	1	1	D
Charlton	Crystal Palace	2	2	D
Tottenham	Blackburn	0	0	D
Bolton	Everton	3	2	H
Arsenal	Everton	7	0	H
Man United	Chelsea	1	3	A
Arsenal	Liverpool	3	1	H
Blackburn	Fulham	1	3	A
Crystal Palace	Southampton	2	2	D
Everton	Newcastle	2	0	H
Chelsea	Charlton	1	0	H
Man United	West Brom	1	1	D
Portsmouth	Bolton	1	1	D
Middlesbrough	Tottenham	1	0	H
Norwich	Birmingham	1	0	H
Aston Villa	Man City	1	2	A
Fulham	Newcastle	1	3	A
West Brom	Arsenal	0	2	A
Charlton	Man United	0	4	A
Tottenham	Aston Villa	5	1	H
Fulham	Everton	2	0	H
Newcastle	Crystal Palace	0	0	D
Liverpool	Middlesbrough	1	1	D
Bolton	Chelsea	0	2	A
Birmingham	Blackburn	2	1	H
Southampton	Norwich	4	3	H
Man City	Portsmouth	2	0	H
Newcastle	Middlesbrough	0	0	D
West Brom	Blackburn	1	1	D
Arsenal	Tottenham	1	0	H
Man United	Newcastle	2	1	H
Portsmouth	Southampton	4	1	H
Aston Villa	Bolton	1	1	D
Everton	Birmingham	1	1	D
Crystal Palace	Liverpool	1	0	H
Blackburn	Man City	0	0	D
Norwich	Charlton	1	0	H
Middlesbrough	West Brom	4	0	H
Chelsea	Fulham	3	1	H
Norwich	Newcastle	2	1	H
Man City	Birmingham	3	0	H
Tottenham	West Brom	1	1	D
Portsmouth	Liverpool	1	2	A
Aston Villa	Charlton	0	0	D
Chelsea	Arsenal	0	0	D
Everton	Man United	1	0	H
Blackburn	Crystal Palace	1	0	H
Middlesbrough	Fulham	1	1	D
Bolton	Southampton	1	1	D
Liverpool	Tottenham	2	2	D
Crystal Palace	Norwich	3	3	D
Charlton	Bolton	1	2	A
Southampton	Aston Villa	2	3	A
Fulham	Man City	1	1	D
Birmingham	Portsmouth	0	0	D
Aston Villa	West Brom	1	1	D
Tottenham	Newcastle	1	0	H
Everton	Crystal Palace	4	0	H
Blackburn	Southampton	3	0	H
Middlesbrough	Arsenal	0	1	A
Bolton	Fulham	3	1	H
Portsmouth	Charlton	4	2	H
Chelsea	Birmingham	1	1	D
Norwich	Man United	2	0	H
Man City	Liverpool	1	0	H
Fulham	Portsmouth	3	1	H
West Brom	Everton	1	0	H
Charlton	Man City	2	2	D
Liverpool	Bolton	1	0	H
Southampton	Chelsea	1	3	A
Man United	Blackburn	0	0	D
Newcastle	Aston Villa	0	3	A
Arsenal	Norwich	4	1	H
Crystal Palace	Middlesbrough	0	1	A
Birmingham	Tottenham	1	1	D
Middlesbrough	Southampton	1	3	A
Birmingham	Aston Villa	2	0	H
Liverpool	Everton	2	1	H
Man United	Fulham	1	0	H
Portsmouth	Newcastle	1	1	D
Charlton	West Brom	1	4	A
Blackburn	Arsenal	0	1	A
Chelsea	Crystal Palace	4	1	H
Bolton	Norwich	1	0	H
Tottenham	Man City	2	1	H
Liverpool	Blackburn	0	0	D
Charlton	Tottenham	2	0	H
Chelsea	West Brom	1	0	H
Man City	Bolton	0	1	A
West Brom	Birmingham	2	0	H
Everton	Blackburn	0	1	A
Newcastle	Liverpool	1	0	H
Aston Villa	Middlesbrough	2	0	H
Crystal Palace	Man United	0	0	D
Arsenal	Portsmouth	3	0	H
Norwich	Chelsea	1	3	A
Fulham	Charlton	0	0	D
Southampton	Tottenham	1	0	H
Norwich	Man City	2	3	A
Newcastle	Bolton	2	1	H
Middlesbrough	Charlton	2	2	D
Crystal Palace	Birmingham	2	0	H
Tottenham	Fulham	2	0	H
Southampton	Arsenal	1	1	D
Man United	Portsmouth	2	1	H
Aston Villa	Everton	1	3	A
West Brom	Southampton	0	0	D
Arsenal	Crystal Palace	5	1	H
Man City	Man United	0	2	A
Birmingham	Liverpool	2	0	H
Bolton	Middlesbrough	0	0	D
Everton	Chelsea	0	1	A
Portsmouth	Aston Villa	1	2	A
Blackburn	Norwich	3	0	H
Chelsea	Man City	0	0	D
Southampton	Everton	2	2	D
Norwich	West Brom	3	2	H
Man United	Birmingham	2	0	H
Liverpool	Fulham	3	1	H
Newcastle	Charlton	1	1	D
Aston Villa	Arsenal	1	3	A
Middlesbrough	Blackburn	1	0	H
Tottenham	Portsmouth	3	1	H
Crystal Palace	Bolton	0	1	A
Everton	Norwich	1	0	H
Birmingham	Southampton	2	1	H
Man City	Newcastle	1	1	D
Fulham	Aston Villa	1	1	D
Blackburn	Chelsea	0	1	A
Arsenal	Man United	2	4	A
West Brom	Crystal Palace	2	2	D
Bolton	Tottenham	3	1	H
Portsmouth	Middlesbrough	2	1	H
Charlton	Liverpool	1	2	A
Blackburn	Bolton	0	1	A
Arsenal	Newcastle	1	0	H
Southampton	Liverpool	2	0	H
Birmingham	Fulham	1	2	A
West Brom	Man City	2	0	H
Everton	Charlton	0	1	A
Man United	Aston Villa	3	1	H
Chelsea	Portsmouth	3	0	H
Norwich	Middlesbrough	4	4	D
Crystal Palace	Tottenham	3	0	H
Middlesbrough	Everton	1	1	D
Fulham	West Brom	1	0	H
Liverpool	Man United	0	1	A
Tottenham	Chelsea	0	2	A
Newcastle	Southampton	2	1	H
Bolton	Arsenal	1	0	H
Man City	Crystal Palace	3	1	H
Portsmouth	Blackburn	0	1	A
Aston Villa	Norwich	3	0	H
Charlton	Birmingham	3	1	H
Southampton	Fulham	3	3	D
Man United	Tottenham	0	0	D
Arsenal	Man City	1	1	D
Everton	Portsmouth	2	1	H
Chelsea	Middlesbrough	2	0	H
Birmingham	Bolton	1	2	A
Blackburn	Charlton	1	0	H
Crystal Palace	Aston Villa	2	0	H
West Brom	Newcastle	0	0	D
Norwich	Liverpool	1	2	A
Charlton	Arsenal	1	3	A
Newcastle	Birmingham	2	1	H
Middlesbrough	Man United	0	2	A
Man City	Southampton	2	1	H
Aston Villa	Blackburn	1	0	H
Liverpool	Chelsea	0	1	A
Portsmouth	Norwich	1	1	D
